frame_idx	x	y	vel_x	vel_y
1	36.205	1511.2	-2.81	28.49
1	40.536	1539.3	-0.2	25.48
1	6.547	1533.2	-0.07	35
1	29.793	1535.3	-0.08	45.01
1	41.668	1449.5	0.1	29.88
1	19.909	1476.7	-0.09	45.14
1	7.341	1421.6	0.29	39.6
1	53.282	1540.8	-0.1	50
1	51.688	1455.6	0.15	45.83
1	52.716	1388.5	0.15	44.98
1	29.909	1371.6	0.14	40
1	19.373	1360.6	0.15	45.04
2	34.803	1525.4	-2.8	28.33
2	41.683	1464.8	-0.05	30.13
2	19.848	1498.8	-0.26	43.7
2	7.387	1440.2	-0.04	35.4
2	51.656	1478.3	-0.09	45
2	52.791	1411	0.14	44.99
2	29.975	1391.6	0.13	40
2	19.447	1383.1	0.14	45
2	40.868	1359.1	0.12	35.01
2	55.118	1364	-0.02	43.89
3	33.446	1541.4	-2.24	36.63
3	41.652	1479.8	-0.07	30.04
3	19.971	1521.2	1.32	45.01
3	7.445	1457.7	0.12	35.12
3	51.611	1500.8	-0.09	45
3	52.866	1433.5	0.15	45
3	30.042	1411.6	0.14	40
3	19.523	1405.6	0.16	45.01
3	6.387	1365.2	0.13	40.16
3	40.863	1376.8	-0.1	36.91
3	55.226	1386.2	0.16	42.92
4	41.514	1494.6	-0.84	29.21
4	20.276	1543.7	-0.09	44.98
4	7.412	1475.2	-0.07	35
4	51.567	1523.3	-0.09	45
4	52.941	1456.1	0.16	45.85
4	30.109	1431.6	0.14	40
4	19.597	1428.1	0.15	45
4	6.453	1385.2	0.13	40
4	18.395	1367.1	0.16	45
4	40.993	1396.6	0.14	40.05
4	28.734	1374.9	0.62	43.33
4	55.275	1406.5	0.13	39.85
5	41.357	1510.3	-0.31	32.06
5	7.377	1492.7	-0.07	35
5	51.522	1545.8	-0.09	45.14
5	52.906	1478.8	-0.08	45
5	30.175	1451.6	0.14	40.14
5	19.671	1450.6	0.14	45.05
5	6.519	1405.2	-0.17	40.18
5	18.468	1389.6	0.14	45
5	41.059	1416.6	0.13	40.05
5	28.737	1395.1	0.13	39.96
5	7.121	1360.2	0.12	40
5	42.156	1370.6	0.12	35
5	55.341	1426.4	0.13	39.21
6	41.201	1526.3	-0.3	32.01
6	7.342	1510.2	-0.08	35
6	52.861	1501.3	-0.09	45
6	30.035	1471.7	-0.9	40.36
6	19.665	1473.2	-0.1	44.98
6	4.871	1424.6	-3.47	36.48
6	18.543	1412.1	0.15	45
6	41.164	1436	-0.11	36.91
6	28.804	1415.1	0.14	40
6	7.188	1380.2	0.14	40
6	42.214	1388.1	0.11	35
6	55.408	1446.5	0.13	39.93
7	41.044	1542.3	-0.31	31.98
7	7.308	1527.7	-0.07	35
7	52.817	1523.8	-0.09	45.14
7	30.015	1493.6	-0.08	44.58
7	19.64	1495.4	-0.07	42.93
7	5.009	1444.1	3.03	40.51
7	18.618	1434.6	0.15	45.13
7	41.181	1453.6	0.11	35.18
7	28.871	1435.1	0.14	40
7	42.857	1355.9	0.1	32.52
7	7.254	1400.2	0.13	40
7	19.613	1355.8	0.2	41.7
7	42.272	1405.6	0.12	35
7	55.427	1467.3	-0.25	40.7
8	7.274	1545.2	-0.06	35
8	52.773	1545.8	-0.09	43.74
8	29.971	1515.8	-0.1	44.5
8	19.582	1515.7	-0.07	39.86
8	7.005	1462.2	3.13	35.11
8	18.692	1456.7	0.15	44.08
8	41.189	1470.9	-0.05	32.8
8	28.937	1455.1	0.14	40.46
8	42.912	1372.4	0.11	33.47
8	7.321	1420.2	0.13	40
8	19.657	1376.5	0.12	41.95
8	42.33	1423.1	0.11	35.13
8	54.64	1366	0.16	50
8	7.669	1362.6	-0.88	35.76
8	55.388	1487.3	-0.08	40
8	30.925	1376.1	0.16	45
9	29.928	1538.1	-0.08	44.48
9	19.542	1535.7	-0.08	40
9	7.152	1479.7	-0.08	35.02
9	18.656	1478.1	-0.08	41.52
9	41.14	1486.3	-0.07	29.87
9	28.913	1475.2	-0.07	39.99
9	42.964	1388.1	0.1	29.98
9	7.387	1440.2	0.13	40
9	19.749	1398.6	0.15	45.13
9	42.403	1439.9	0.08	32.07
9	54.723	1391	0.16	50
9	7.229	1380.4	-0.87	35.71
9	55.349	1507.3	-0.07	40
9	30.999	1398.6	0.15	45
10	7.118	1497.2	-0.07	35
10	18.616	1498.2	-0.08	39.96
10	41.11	1501.3	-0.07	30
10	28.872	1495.2	-0.08	39.99
10	43.014	1403	0.11	29.98
10	7.458	1460.2	0.17	39.65
10	19.824	1421.1	0.15	45
10	42.436	1455.1	0.09	30.64
10	54.807	1416	0.17	50
10	38.386	1364.6	0.1	29.95
10	18.293	1370.1	0.14	44.25
10	6.875	1398.9	-0.12	39.08
10	55.309	1527.3	-0.08	39.95
10	31.074	1421.1	0.15	45
11	7.083	1514.7	-0.07	34.95
11	18.577	1518.2	-0.07	40
11	41.081	1516.3	-0.05	30.04
11	28.833	1515.3	-0.08	40
11	43.063	1417.6	-0.32	26.94
11	7.445	1479.2	-0.05	36.68
11	19.899	1443.6	0.15	45
11	42.422	1470.3	-0.06	30
11	54.89	1441	0.17	50
11	38.435	1379.6	0.09	29.99
11	18.368	1392.2	0.16	44.25
11	7.108	1419.5	0.38	41.23
11	30.535	1367.7	-1.37	40.01
11	55.269	1547.6	-0.08	41.64
11	52.894	1367	0.17	50.05
11	31.149	1443.6	0.15	44.98
12	7.029	1532.6	-0.09	37.07
12	18.538	1538.2	-0.07	40
12	41.071	1530.9	-0.03	27.93
12	28.793	1535.2	-0.08	40
12	42.592	1429.6	-0.91	23.82
12	7.369	1496.7	-0.08	35.02
12	19.929	1466.2	-0.09	45.32
12	42.379	1485.3	-0.19	29.89
12	54.93	1466.3	-0.09	50.89
12	38.526	1394.5	0.5	29.45
12	18.435	1414.3	0.09	44.22
12	7.302	1440.1	0.39	41.25
12	29.947	1387.6	-0.35	39.8
12	52.977	1392	0.17	50
12	31.227	1465.8	-0.29	42.08
12	18.125	1361.6	0.14	45.13
12	5.895	1367.2	0.12	35
13	41.027	1543.8	-0.05	24.86
13	42.131	1441.5	-0.92	23.76
13	7.335	1514.2	-0.07	35
13	19.886	1488.7	-0.08	44.99
13	42.895	1498.8	0.24	24.87
13	54.88	1491.3	-0.1	49.98
13	38.528	1407.6	0.08	24.83
13	18.631	1436.6	0.2	44.97
13	7.481	1460.8	0.25	41.41
13	30.041	1406.6	0.11	36.1
13	53.06	1417	0.17	50
13	30.478	1485.7	-1.15	41.5
13	18.201	1384.1	0.15	45
13	5.952	1384.7	0.11	35.02
14	41.67	1453.4	-0.93	23.88
14	7.301	1531.7	-0.07	35
14	19.859	1511.2	0.09	44.82
14	42.841	1511.3	-0.04	25
14	54.895	1516.1	0.13	48.14
14	38.57	1420.1	0.08	25.07
14	18.694	1459.2	0.09	45.41
14	7.643	1481.2	0.47	39.79
14	30.043	1424.6	0.35	38.07
14	53.184	1442	0.57	49.42
14	30.338	1507.4	-0.34	43.49
14	18.275	1406.6	0.14	44.99
14	5.948	1402.4	-0.1	36.92
15	41.204	1465.4	-0.65	23.14
15	7.266	1549.2	-0.07	35
15	19.637	1531.1	-0.47	36.46
15	42.816	1523.8	-0.05	25
15	54.785	1539.3	-0.1	46.84
15	38.607	1431.1	0.07	19.94
15	18.667	1480.7	-0.09	41.17
15	7.63	1500.1	0.09	37
15	30.151	1444.6	0.13	39.98
15	53.196	1465.8	0.07	46.98
15	30.17	1529.2	-0.34	43.5
15	18.35	1429.1	0.15	45.05
15	6.077	1422.2	0.13	40.05
15	44.155	1370.4	-0.05	33.83
15	19.08	1366.8	-0.09	41.91
15	6.684	1359.5	0.38	37.5
15	29.401	1369.1	0.11	35.02
16	41.05	1475.7	-0.04	19.61
16	19.48	1549.3	-0.33	36.5
16	42.792	1536.3	-0.04	25
16	38.64	1441.1	0.07	20
16	18.611	1500.7	-0.08	40.02
16	7.577	1518	-0.08	36.62
16	30.182	1464.8	-0.08	40.48
16	53.135	1488.3	-0.09	45.01
16	18.442	1451.3	0.16	42.98
16	6.143	1442.2	0.12	40
16	44.208	1386.6	-0.32	30.56
16	19.218	1389.1	0.15	45.04
16	6.87	1378.2	0.37	37.5
16	29.459	1386.6	0.11	35
17	41.031	1485.6	-0.04	19.75
17	42.766	1548.8	-0.05	25.14
17	38.674	1451.1	0.07	20.06
17	18.572	1520.8	-0.08	40.23
17	7.541	1536.3	-0.08	36.17
17	30.143	1484.8	-0.08	40.18
17	53.091	1510.8	-0.09	45.24
17	18.418	1471.8	-0.08	40.04
17	6.188	1462.2	-0.08	40.34
17	44.322	1401.3	0.32	27.81
17	19.292	1411.7	0.15	45.25
17	7.058	1397	0.38	37.59
17	29.517	1404.1	0.12	35.17
17	45.349	1353.6	-0.07	30.64
17	4.109	1356.7	0.11	35.21
18	41.012	1495.5	-0.03	19.75
18	38.692	1460.1	-0.69	15.28
18	18.543	1538.2	-0.66	30.01
18	30.108	1502.7	-0.73	32.34
18	53.102	1530.6	-0.24	33.98
18	18.391	1489.2	-0.66	30
18	6.154	1479.8	-0.72	30.61
18	44.292	1411.9	-0.62	15.97
18	19.408	1431.4	-0.08	33.98
18	7.146	1415.3	-0.14	35.15
18	29.577	1419.6	-0.5	26.69
18	45.422	1366.7	-0.31	22.47
18	4.171	1371.8	-0.48	25.25
19	40.992	1505.4	0.03	19.69
19	38.736	1471.4	-0.05	24.36
19	30.129	1525.2	-0.1	48.94
19	18.408	1510.5	-0.1	47.16
19	6.176	1501.4	-0.1	47.46
19	44.4	1423.6	0.09	24.65
19	19.504	1454.5	0.19	50.06
19	7.077	1432.7	-0.13	35
19	29.7	1438.4	0.15	41.45
19	45.036	1382.9	-0.6	34.74
19	4.288	1389.7	0.15	38.4
20	41.082	1515.3	-0.11	20.02
20	38.649	1481.8	-0.04	20
20	30.021	1546.3	-0.08	39.95
20	18.318	1531.1	-0.07	38.84
20	6.069	1522.2	-0.08	40
20	44.367	1434	0.07	20
20	19.411	1475.7	-0.09	39.96
20	7.01	1450.2	-0.13	34.98
20	29.692	1456.6	0.12	35.46
20	45.023	1397	-0.02	24.96
20	55.669	1374.5	0.15	44.98
20	4.275	1406.3	0.11	32.4
20	16.898	1368.1	0.15	45
20	29.656	1370.6	0.14	40
21	41.062	1525.3	-0.05	20
21	38.629	1491.8	-0.04	20
21	18.265	1549.4	-0.08	36.26
21	6.03	1542.2	-0.08	39.99
21	44.406	1444.1	0.13	20.08
21	19.372	1495.7	-0.08	39.98
21	41.659	1359	-0.14	26.91
21	6.891	1467.8	-0.32	35.05
21	29.681	1474.1	-0.06	33.74
21	44.473	1409.1	-1.45	25
21	55.746	1397.9	0.16	47.62
21	4.328	1422.5	0.12	33.22
21	16.973	1390.6	0.15	44.99
21	29.722	1390.6	0.13	40.05
21	69.602	1372.3	1.68	53.99
22	41.042	1535.3	-0.05	20
22	38.626	1501.7	0.14	19.49
22	44.12	1453.4	-0.96	18.71
22	19.349	1515.6	-0.07	38.83
22	41.66	1371.6	0.08	25.01
22	6.891	1485.2	0.27	34.71
22	29.633	1490.4	-0.05	32.56
22	43.765	1421.6	-1.42	25.01
22	55.827	1422.1	-0.01	47.9
22	4.385	1439.7	0.12	35.14
22	17.047	1413.1	0.15	45
22	29.787	1410.1	-0.27	37.29
22	18.378	1362.2	0.15	45.16
22	70.442	1399.3	1.68	53.99
23	41.023	1545.3	-0.04	20.05
23	38.608	1510.7	-0.25	16.58
23	43.624	1463.3	-1.05	19.38
23	19.297	1533.7	-0.07	34.98
23	41.702	1384.1	0.1	25
23	6.856	1503.3	-0.07	37.55
23	29.601	1506.3	-0.21	30.38
23	43.057	1434.1	-1.41	25
23	55.886	1446.3	-0.17	49
23	42.414	1353.8	0.32	28.17
23	4.443	1457.2	0.12	35.07
23	17.122	1435.6	0.15	45
23	29.846	1428.1	0.11	35
23	53.121	1360	0.15	45.11
23	18.449	1383.8	0.14	41.76
23	4.912	1372.7	0.13	39.96
23	71.281	1426.3	1.68	53.98
24	38.574	1519.4	-0.03	18.08
24	43.106	1472.9	-1.04	19.25
24	41.759	1396.5	0.24	24.6
24	6.778	1521.7	0.15	38.15
24	29.53	1521.8	0.17	33.08
24	42.349	1446.6	-1.41	24.98
24	55.007	1472	-2.11	51.82
24	42.393	1366.6	0.09	24.99
24	4.413	1474.7	-0.07	34.96
24	17.196	1458.2	0.14	45.36
24	29.905	1445.6	0.12	35
24	53.196	1382.5	0.16	44.86
24	18.517	1404.1	0.13	39.86
24	4.979	1392.7	0.14	40
24	72.432	1453.5	0.18	55
25	38.558	1528.1	-0.03	17.46
25	42.586	1482.6	-1.04	19.35
25	41.779	1407.6	-0.1	20.4
25	6.781	1541.2	-0.46	37.26
25	29.535	1539.3	-0.08	34.99
25	42.083	1457.2	0.05	18.95
25	53.957	1497.7	-2.01	51.33
25	42.431	1377.9	0.07	21.52
25	4.376	1493.4	-0.07	38.54
25	17.151	1480.7	-0.09	45.05
25	29.936	1463.3	-0.06	35.48
25	53.289	1405.5	0.32	46.31
25	18.583	1424.1	0.13	40
25	5.061	1412.6	0.29	39.51
26	38.538	1537.6	-0.2	18.84
26	42.166	1491.6	-0.72	16.54
26	41.812	1417.6	0.06	20
26	42.07	1466.4	-0.03	18.25
26	53.507	1522.9	-0.6	49.95
26	42.464	1388	0.06	19.95
26	4.322	1512.4	-0.24	37.81
26	17.149	1502.7	-0.31	41.91
26	29.901	1480.8	-0.07	35
26	53.347	1428	0.15	45.02
26	18.65	1444.1	0.14	40
26	5.109	1431.9	0.13	38.5
26	18.152	1369.6	0.13	39.98
26	57.712	1375.6	-2.8	60.03
27	38.52	1547	-0.03	18.6
27	41.903	1499.7	-0.53	16.25
27	41.846	1427.6	0.07	19.99
27	42.051	1475.6	-0.04	18.25
27	53.205	1547.9	-0.53	49.93
27	42.498	1398.1	0.07	20
27	4.299	1532.2	-0.07	40.08
27	17.075	1522.8	-0.01	40.16
27	29.867	1498.3	-0.06	35.14
27	53.421	1450.5	0.14	45.17
27	55.614	1358	0.16	45.09
27	18.683	1464.2	-0.08	40.3
27	5.17	1450.2	0.12	34.95
27	18.217	1389.5	-0.04	38.67
27	28.648	1368.1	0.13	39.98
27	5.373	1360.7	0.14	40
27	56.214	1405.5	-3.3	59.53
28	41.636	1507.8	-0.53	16.25
28	41.896	1437.4	0.07	18.83
28	42.033	1484.7	-0.04	18.33
28	42.531	1408.1	0.07	20.05
28	16.965	1540.7	-0.46	32.59
28	29.833	1515.3	-0.06	33.71
28	53.4	1473.3	-0.25	45.37
28	55.688	1380.4	-0.02	43.86
28	18.644	1484.2	-0.08	40
28	5.176	1467.7	-0.07	34.99
28	18.282	1409	-0.04	38.83
28	28.714	1388	-0.04	38.88
28	5.439	1380.7	0.14	40
28	54.56	1435.2	-3.3	59.68
29	41.371	1515.9	-0.53	16.1
29	41.905	1445.6	0.05	14.98
29	42.016	1493.3	-0.03	16.42
29	42.582	1417.7	0.09	17.93
29	29.799	1531.9	-0.24	32.17
29	53.306	1496.5	-0.57	46.74
29	55.561	1401.5	-1.22	40.25
29	18.575	1504.2	-0.37	39.98
29	5.14	1486.1	-0.07	37.78
29	18.364	1428.6	0.29	39.73
29	28.777	1406.8	0.12	36.79
29	5.506	1400.7	0.14	40
29	28.609	1356.6	-0.05	36.2
29	53.272	1464	-2.37	55.03
30	40.352	1525.5	-3.32	22.04
30	41.93	1453.1	0.04	15
30	42	1501.5	-0.03	16.5
30	42.589	1425.6	0.05	14.86
30	29.77	1547.3	-0.24	29.35
30	53.321	1521.3	-0.1	50.04
30	55.113	1421.1	-0.87	39.25
30	42.374	1361.1	0.07	19.97
30	19.094	1524.3	0.31	40.04
30	5.088	1504.3	-0.23	35.51
30	18.411	1447.6	0.12	38.17
30	53.398	1368.3	0.14	43.33
30	28.836	1424.6	0.12	34.86
30	5.572	1420.7	0.13	40
30	19.869	1359.6	0.54	39.45
30	28.669	1374.6	-0.04	35.54
30	52.471	1490.5	-1.6	53.1
30	4.139	1365.7	0.12	40.01
31	38.204	1537.3	-4.29	23.49
31	41.941	1460.8	-0.03	15.68
31	41.983	1509.8	-0.04	16.51
31	42.614	1433.1	0.05	15
31	53.272	1546.3	-0.1	50
31	54.678	1440.7	-0.87	39.25
31	42.407	1371.1	0.07	20.05
31	18.878	1542.8	-1.59	34.86
31	5.069	1522.2	-0.06	34.99
31	18.461	1466.8	0.41	37.8
31	53.472	1390.5	0.15	45.14
31	28.895	1442.1	0.13	35
31	5.638	1440.7	0.13	40
31	19.936	1379.6	0.13	40
31	28.727	1392.1	0.12	35
31	52.071	1516.3	-0.01	50.24
31	4.206	1385.7	0.14	40
32	36.055	1549	-4.3	23.49
32	41.926	1468.3	-0.04	15
32	41.961	1518	-0.1	16.37
32	42.639	1440.6	0.05	15
32	54.23	1460.6	-1	40.39
32	42.439	1380.8	0.06	18.46
32	5.034	1539.7	-0.07	35
32	18.907	1486.1	-0.2	38.63
32	53.547	1413	0.15	45
32	28.943	1459.7	0.02	35.61
32	5.731	1460.7	0.39	39.58
32	20.022	1399.6	0.34	39.91
32	28.785	1409.6	0.12	35
32	52.031	1541.3	-0.1	50
32	4.272	1405.7	0.13	40
33	41.911	1475.8	-0.04	15
33	42.066	1527.3	0.04	19.95
33	42.664	1448.1	0.05	15
33	53.808	1480.5	-0.21	40.95
33	42.468	1389.4	0.06	16.55
33	18.89	1505	0.31	37.89
33	53.621	1435.5	0.14	45.04
33	28.909	1477.2	-0.07	35
33	5.655	1478.7	-0.06	34.83
33	19.463	1417.8	-2.46	34.09
33	28.843	1427.1	0.11	35
33	4.339	1425.7	0.14	40
34	41.896	1483.3	-0.03	15
34	41.997	1537.8	0.17	23.08
34	42.689	1455.6	0.06	15.15
34	53.9	1501.4	0.17	41.74
34	42.494	1397.1	0.05	15.1
34	18.801	1522.8	-0.23	35.45
34	41.374	1361.1	0.06	20.02
34	53.693	1457	0.15	42.38
34	53.605	1355	0.54	42.7
34	28.874	1494.7	-0.07	35
34	5.62	1496.2	-0.08	35
34	18.933	1434.4	-0.01	33.92
34	28.901	1444.6	0.11	35
34	4.405	1445.7	0.13	40
34	28.914	1373.1	0.14	40
35	41.882	1490.8	-0.03	15
35	42.598	1463	-0.62	13
35	53.983	1522.3	0.17	41.75
35	42.516	1404.1	0.04	13.19
35	18.78	1541.1	-0.08	36.65
35	41.404	1370.2	0.05	17.39
35	53.658	1477.3	-0.08	39.96
35	53.673	1375.8	0.14	41.53
35	28.839	1512.2	-0.07	34.98
35	5.585	1513.7	-0.08	35
35	18.864	1451.4	-0.14	34.05
35	28.937	1462.3	-0.07	35.46
35	4.431	1465.7	-0.08	40.14
35	28.981	1393.1	0.14	40
35	5.363	1357.7	0.15	45.01
36	41.867	1498.3	-0.02	15
36	42.312	1469.8	-0.53	14.02
36	54.067	1543.2	0.17	41.75
36	42.554	1410.5	-0.18	11.61
36	41.43	1378.1	0.05	14.87
36	53.618	1497.3	-0.08	40
36	53.741	1396	0.14	39.96
36	32.279	1365.4	-3.65	30.26
36	28.805	1529.6	-0.23	33.88
36	5.551	1531.2	-0.07	34.98
36	18.74	1468.5	-0.32	33.94
36	28.902	1479.7	-0.07	35
36	4.394	1484.2	-0.07	34.93
36	29.047	1413.1	0.14	40
36	16.611	1357.1	0.11	35
36	5.437	1380.2	0.14	45
37	41.852	1505.8	-0.03	14.96
37	42.049	1476.8	-0.53	14
37	42.556	1416	-0.13	10.52
37	41.455	1385.6	0.05	15
37	53.578	1517.3	-0.09	40
37	53.807	1416	0.14	40
37	30.454	1380.5	-3.65	30.26
37	28.773	1545.9	-0.06	31.72
37	5.58	1548.5	0.16	33.14
37	18.573	1485.5	-0.4	33.98
37	28.868	1497.3	-0.06	35.04
37	51.397	1368	0.13	40
37	4.359	1501.7	-0.08	35
37	29.129	1433.1	0.3	39.59
37	16.669	1374.6	0.11	34.99
37	5.513	1402.7	0.15	45
38	41.818	1513.6	-0.05	17.14
38	41.785	1483.8	-0.53	14
38	42.559	1421.6	-0.12	11.07
38	41.48	1393.1	0.05	15
38	53.539	1537.3	-0.08	40
38	53.874	1436	0.14	40.14
38	28.777	1395.6	-2.28	29.91
38	18.553	1502.3	-0.46	32.26
38	28.834	1514.4	-0.06	33.37
38	51.464	1388	0.14	40
38	4.325	1519.2	-0.07	34.98
38	29.174	1451.6	-0.05	35.5
38	16.727	1392.1	0.11	35
38	5.587	1425.2	0.15	45.01
39	41.818	1522.6	-0.04	17.53
39	41.522	1490.8	-0.53	14
39	42.58	1428.1	-0.12	13.89
39	41.505	1400.6	0.05	14.99
39	53.922	1455.7	-0.04	39.7
39	28.794	1412.1	0.11	35.05
39	18.467	1518	-0.06	31.35
39	28.802	1530.9	-0.06	32.4
39	51.53	1408	0.13	40
39	42.094	1352.1	-0.1	20.54
39	4.354	1536.5	0.16	33.08
39	29.173	1469.3	-0.07	34.91
39	16.786	1409.6	0.12	35.01
39	5.678	1447.7	0.31	44.58
39	4.113	1357.7	0.15	45.01
40	41.8	1532.3	-0.03	20.13
40	41.258	1497.8	-0.53	14.02
40	42.62	1435.6	0.04	14.98
40	41.53	1408.1	0.05	15
40	53.929	1475.1	-0.09	36.9
40	28.852	1429.6	0.12	35.01
40	18.436	1533.6	-0.06	31.33
40	28.769	1547.3	-0.07	33.28
40	51.597	1428	0.14	40
40	42.127	1362.1	0.06	20
40	29.138	1486.8	-0.08	35
40	16.844	1427.1	0.12	35
40	5.675	1468.7	-0.24	40.4
40	4.187	1380.2	0.15	45.04
41	41.78	1542.3	-0.04	20
41	40.957	1505.1	-0.46	16.11
41	42.646	1443	0.05	14.97
41	41.555	1415.6	0.06	15
41	53.914	1493.6	0.31	37.75
41	28.911	1447.1	0.12	35
41	18.405	1549.3	-0.07	31.33
41	51.662	1448	0.12	39.84
41	42.16	1372.1	0.06	20
41	29.104	1504.3	-0.07	35
41	16.902	1444.6	0.11	35.05
41	52.642	1366.5	0.15	45.05
41	5.699	1488.5	0.15	38.09
41	17.88	1362.6	0.11	35
41	4.301	1402.1	-0.09	41.9
41	29.626	1361.6	0.1	29.99
42	40.975	1514.5	-0.03	19.38
42	42.658	1451.6	0.07	18.96
42	41.58	1423	0.06	14.87
42	53.821	1511.7	-0.1	37.12
42	28.933	1464.7	-0.07	35.46
42	51.675	1468.3	-0.08	40.2
42	42.193	1382.1	0.05	20
42	29.069	1521.8	-0.07	35
42	16.958	1461.9	-0.04	33.07
42	40.892	1354	-0.15	21.91
42	52.717	1389	0.15	45.05
42	5.6	1506.2	-0.08	35
42	17.938	1380.1	0.11	35
42	4.389	1422	0.34	38.1
42	29.675	1376.6	0.1	30
43	40.956	1524.2	-0.04	19.33
43	42.689	1461.2	-0.03	18.14
43	41.606	1431.1	0.05	17.39
43	53.802	1530.8	-0.07	38.28
43	28.898	1482.3	-0.07	35.01
43	51.678	1487.8	-0.3	36.92
43	42.227	1392.1	0.07	20
43	29.035	1539.3	-0.07	35
43	16.906	1478.2	0.34	34.42
43	40.883	1364.1	0.05	20.06
43	52.81	1411.2	0.16	42.93
43	5.608	1523.2	-0.29	31.91
43	17.996	1397.6	0.12	34.99
43	4.385	1439.7	0.12	34.96
43	29.725	1391.6	0.1	30
43	7.111	1357.2	0.13	40
44	40.936	1533.8	-0.04	19.34
44	42.672	1469.9	-0.04	17.55
44	41.637	1440.5	0.06	20.03
44	28.864	1499.8	-0.06	35
44	51.602	1505.3	-0.07	35.02
44	42.26	1402.1	0.07	20
44	16.936	1495.5	0.17	33.08
44	40.935	1373.7	0.08	17.93
44	52.858	1431.5	0.13	39.87
44	5.537	1538.2	-0.06	30.01
44	18.054	1415.1	0.11	35
44	4.443	1457.2	0.12	35.07
44	29.775	1406.6	0.1	30
44	19.117	1359.1	0.11	35
44	56.148	1368	0.11	34.95
44	7.177	1377.2	0.13	40
45	40.918	1543.5	-0.03	19.33
45	42.655	1478.3	-0.2	15.29
45	41.671	1450.6	0.07	20
45	28.829	1517.2	-0.07	34.99
45	51.568	1522.8	-0.07	35
45	42.293	1412.1	0.07	20
45	16.849	1510.8	0.01	30.49
45	40.943	1381.6	0.06	14.87
45	52.925	1451.5	0.14	40.16
45	39.896	1355	0.5	24.29
45	18.112	1432.6	0.11	35
45	4.413	1474.7	-0.07	35.17
45	29.825	1421.6	0.1	30
45	19.175	1376.6	0.12	34.99
45	56.208	1385.8	0.12	36.62
45	7.244	1397.2	0.14	40
46	42.622	1486.4	-0.02	17.93
46	41.689	1460.8	-0.05	20.67
46	28.795	1534.6	-0.23	33.81
46	51.533	1540.3	-0.07	34.95
46	42.327	1422	0.07	19.98
46	16.746	1524.8	0.13	26.77
46	40.967	1389.1	0.05	15
46	52.918	1471.8	-0.09	39.84
46	39.889	1365.6	0.06	19.88
46	18.171	1450.1	0.13	34.94
46	4.38	1491.2	-0.47	30.55
46	29.875	1436.6	0.1	30
46	19.233	1394.1	0.11	35
46	56.243	1404.2	-0.29	36.27
46	7.31	1417.2	0.13	40
46	29.866	1358.6	0.1	30
47	42.62	1496.3	-0.04	20.04
47	41.67	1470.8	-0.04	20.14
47	42.359	1431.9	-0.11	18.7
47	16.852	1538.5	0.2	27.5
47	40.991	1396.6	0.04	15
47	52.879	1491.8	-0.08	39.98
47	52.899	1368.5	0.12	34.83
47	39.962	1375	-0.17	16.92
47	18.177	1467.7	-0.08	35.04
47	4.35	1506.2	-0.06	30
47	29.925	1451.6	0.1	29.91
47	19.291	1411.6	0.11	35
47	55.719	1422.6	-1.13	37.65
47	6.787	1437.1	-2.29	39.24
47	29.916	1373.6	0.1	29.99
48	42.6	1506.3	-0.04	20.02
48	41.636	1480.3	-0.19	18.69
48	42.39	1441.1	-0.33	17.32
48	41.017	1404.1	0.05	15
48	52.84	1511.6	-0.23	38.69
48	52.977	1387	0.46	38.96
48	39.946	1382.6	0.05	15.01
48	18.207	1485	0.16	33.09
48	4.321	1521.2	-0.05	30.01
48	29.929	1466.8	-0.06	30.09
48	19.35	1429.1	0.13	35
48	55.157	1441.3	-1.12	37.5
48	6.437	1455.2	0.12	35.01
48	29.966	1388.6	0.1	30
49	42.542	1516.5	-0.01	21.67
49	41.632	1490.3	-0.04	19.98
49	42.403	1450.1	-0.11	18.88
49	41.041	1411.6	0.04	15
49	52.801	1531.3	-0.08	40.14
49	53.02	1405	0.11	34.84
49	39.971	1390.1	0.05	15
49	18.113	1500.2	-0.06	29.96
49	4.292	1536.2	-0.05	30.17
49	29.857	1481.8	-0.48	30.55
49	19.408	1446.6	0.11	34.98
49	54.581	1460.3	-1.25	38.66
49	6.416	1472.7	-0.08	34.98
49	30.016	1403.6	0.1	29.99
49	5.613	1357.7	0.12	34.99
50	42.557	1528.3	0.12	24.49
50	41.612	1500.3	-0.03	20
50	42.441	1460.3	-0.04	20.67
50	41.067	1419.1	0.05	15
50	53.062	1422.6	-0.05	35.53
50	39.996	1397.6	0.05	15
50	18.124	1515.2	0.35	29.38
50	29.865	1498.7	-0.07	35.17
50	52.351	1366.5	0.34	38.08
50	19.471	1464	-0.1	33.65
50	41.346	1352.6	0.07	20.17
50	53.919	1479.1	-1.28	37.35
50	6.45	1489.7	-0.06	31.65
50	30.066	1418.6	0.11	30
50	29.97	1363.1	-0.65	32.75
50	18.097	1358	-0.84	32.34
50	5.671	1375.2	0.12	35
51	42.531	1540.8	-0.06	25
51	41.592	1510.3	-0.04	20
51	42.422	1470.3	-0.03	20
51	41.091	1426.5	0.04	14.83
51	53.139	1440.5	0.12	34.99
51	40.02	1405.1	0.05	15
51	18.095	1529	0.33	27.68
51	29.831	1516.3	-0.06	34.98
51	52.459	1386.5	0.14	40.13
51	19.402	1479.7	-0.22	30.51
51	41.375	1361.6	-0.37	15.55
51	53.559	1497.2	-0.57	35.68
51	6.356	1503.2	-0.06	24.94
51	30.115	1433.6	0.1	29.93
